Mon Nov 25 18:47:47 2024    cuset_cond_profiling.prof

         253237092 function calls (251155229 primitive calls) in 687.735 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.006    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:23773(update_xaxes)
        1    0.000    0.000    0.006    0.006 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/ops/common.py:62(new_method)
        4    0.000    0.000    0.006    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:3853(__getitem__)
        1    0.000    0.000    0.006    0.006 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/arraylike.py:38(__eq__)
        1    0.000    0.000    0.006    0.006 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:5794(_cmp_method)
  288/170    0.001    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4439(_get_child_props)
     1187    0.004    0.000    0.006    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2388(new_block)
      360    0.000    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:91(_split_and_chomp)
       73    0.000    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5179(_set_prop)
        8    0.000    0.000    0.005    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2942(_perform_plotly_update)
        8    0.000    0.000    0.005    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2619(_perform_plotly_relayout)
       14    0.005    0.000    0.005    0.000 {built-in method numpy.fromfile}
        1    0.000    0.000    0.005    0.005 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:5(__init__)
        1    0.000    0.000    0.005    0.005 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:410(__init__)
        1    0.000    0.000    0.005    0.005 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/ops/array_ops.py:290(comparison_op)
        1    0.000    0.000    0.005    0.005 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/inference/helpers.py:96(plot_histogram)
     1200    0.004    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:274(__init__)
      595    0.001    0.000    0.005    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:654(_constructor_sliced_from_mgr)
        1    0.000    0.000    0.005    0.005 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:3921(_getitem_bool_array)
  3329/24    0.002    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/copy.py:128(deepcopy)
   248/22    0.000    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/copy.py:227(_deepcopy_dict)
  720/360    0.001    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/utils.py:379(chomp_empty_strings)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:1074(_get_with)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:4077(_take_with_is_copy)
       20    0.000    0.000    0.004    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/helpers.py:203(__init__)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:3962(take)
        4    0.000    0.000    0.004    0.001 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/helpers.py:499(__init__)
      598    0.001    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/_config/config.py:127(_get_single_key)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/ops/array_ops.py:115(comp_method_OBJECT_ARRAY)
       13    0.000    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5886(__setitem__)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:852(take)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:4629(apply)
       28    0.000    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2662(_is_key_path_compatible)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/apply.py:1191(apply)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/apply.py:1264(apply_standard)
    11824    0.004    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/blocks.py:1007(iget)
        1    0.004    0.004    0.004    0.004 {pandas._libs.ops.scalar_compare}
      598    0.002    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/numeric.py:274(full)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/kaleido/scopes/plotly.py:74(_json_dumps)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/base.py:891(_map_values)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_json.py:174(to_json)
        2    0.000    0.000    0.004    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:23915(update_yaxes)
        1    0.001    0.001    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_json.py:78(to_json_plotly)
        1    0.000    0.000    0.004    0.004 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/algorithms.py:1738(map_array)
      597    0.002    0.000    0.004    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:703(name)
       22    0.000    0.000    0.004    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/helpers.py:308(set_prior)
     3624    0.001    0.000    0.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/generic.py:42(_instancecheck)
      592    0.003    0.000    0.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1359(np_find_common_type)
        1    0.002    0.002    0.003    0.003 {pandas._libs.lib.map_infer}
      597    0.001    0.000    0.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:760(_set_axis)
      591    0.001    0.000    0.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1629(_validate_integer)
        1    0.000    0.000    0.003    0.003 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1359(_getitem_axis)
     5316    0.002    0.000    0.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1144(<genexpr>)
        1    0.000    0.000    0.003    0.003 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1296(_getitem_iterable)
     1772    0.002    0.000    0.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/range.py:409(get_loc)
       16    0.003    0.000    0.003    0.000 {built-in method io.open}
        2    0.000    0.000    0.003    0.002 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/modelling_fev1/pred_fev1.py:6(calc_hfev1_prior)
        1    0.000    0.000    0.003    0.003 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/offline/offline.py:105(_get_jconfig)
        1    0.000    0.000    0.003    0.003 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/tools.py:688(get_config_plotly_server_url)
     1285    0.002    0.000    0.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4335(_get_validator)
     1775    0.002    0.000    0.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:4402(_get_item_cache)
        1    0.000    0.000    0.003    0.003 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1494(_get_listlike_indexer)
        1    0.000    0.000    0.003    0.003 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:6101(_get_indexer_strict)
        4    0.001    0.000    0.003    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/scipy/stats/_distn_infrastructure.py:1958(pdf)
        2    0.000    0.000    0.003    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/_subplots.py:1108(_init_subplot)
      595    0.001    0.000    0.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:651(_sliced_from_mgr)
      599    0.002    0.000    0.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:653(name)
      599    0.001    0.000    0.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2317(maybe_coerce_values)
        2    0.000    0.000    0.003    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:606(reindex_indexer)
   275/75    0.000    0.000    0.003    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/copy.py:201(_deepcopy_list)
        1    0.000    0.000    0.002    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:670(<listcomp>)
        6    0.000    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/blocks.py:1041(take_nd)
        9    0.000    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2786(_dispatch_layout_change_callbacks)
        6    0.000    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/array_algos/take.py:59(take_nd)
        6    0.000    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/array_algos/take.py:121(_take_nd_ndarray)
      977    0.001    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5816(_strip_subplot_suffix_of_1)
        2    0.000    0.000    0.002    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:842(add_trace)
        2    0.000    0.000    0.002    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2007(add_trace)
        2    0.000    0.000    0.002    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:921(add_traces)
        2    0.000    0.000    0.002    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2114(add_traces)
      602    0.001    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:335(_from_mgr)
      594    0.001    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/common.py:96(is_bool_indexer)
     3624    0.002    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/generic.py:37(_check)
 1752/618    0.001    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/utils.py:288(split_multichar)
      360    0.002    0.000    0.002    0.000 {built-in method builtins.__build_class__}
     5316    0.001    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:1143(<genexpr>)
        2    0.000    0.000    0.002    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_utils.py:6(validate_coerce_fig_to_dict)
        1    0.000    0.000    0.002    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:3285(to_dict)
        1    0.001    0.001    0.002    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:6752(sort_values)
        2    0.000    0.000    0.002    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:3859(get_indexer)
  777/766    0.001    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4910(__setattr__)
        1    0.000    0.000    0.002    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:6077(get_indexer_for)
        5    0.000    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:1394(_select_layout_subplots_by_prefix)
        1    0.000    0.000    0.002    0.002 /Applications/anaconda3/envs/phd/lib/python3.10/base64.py:65(b64decode)
        1    0.002    0.002    0.002    0.002 {built-in method binascii.a2b_base64}
      597    0.001    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1562(validate_all_hashable)
      596    0.000    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/common.py:556(require_length_match)
       12    0.000    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5245(_set_compound_prop)
     1264    0.000    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2535(layout)
        4    0.000    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:6553(copy)
      597    0.001    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:225(set_axis)
      598    0.001    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/_config/config.py:633(_get_root)
        4    0.000    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:540(copy)
       56    0.002    0.000    0.002    0.000 {method 'read' of '_io.BufferedReader' objects}
       58    0.000    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/importlib/__init__.py:108(import_module)
        2    0.000    0.000    0.002    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:3945(_get_indexer)
     1190    0.001    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2346(get_block_type)
       58    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:1038(_gcd_import)
     1199    0.001    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/construction.py:485(ensure_wrapped_if_datetimelike)
     1266    0.001    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:722(__getitem__)
        5    0.000    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:2683(validate_coerce)
    38/34    0.000    0.000    0.002    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/importers.py:23(__getattr__)
        2    0.002    0.001    0.002    0.001 {built-in method builtins.print}
       33    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5911(__setattr__)
     3549    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:6239(_index_as_unique)
        5    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/utils.py:265(_natural_sort_strings)
     3546    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/frame.py:949(axes)
     5316    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:2685(<genexpr>)
       28    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:1849(_set_in)
     1201    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:7521(ensure_index)
      598    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:562(_get_axis)
        2    0.000    0.000    0.001    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/_subplots.py:968(_init_subplot_xy)
        2    0.000    0.000    0.001    0.001 {method 'max' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2515(_initialize_layout_template)
        2    0.000    0.000    0.001    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/_methods.py:39(_amax)
        6    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:1744(_consolidate_inplace)
       58    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1022(_find_and_load)
      735    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2431(_get_child_props)
       13    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:2507(validate_coerce)
       10    0.000    0.000    0.001    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
     1182    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/base.py:301(array)
      591    0.000    0.000    0.001    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/inf_cutset_conditioning/cutset_cond_algs.py:564(<lambda>)
        3    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:5591(to_plotly_json)
      598    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/_config/config.py:686(_warn_if_deprecated)
      495    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/utils.py:266(key)
     2386    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/_config/__init__.py:33(using_copy_on_write)
        1    0.000    0.000    0.001    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_layout.py:3827(template)
    92/81    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4486(_init_props)
        9    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2722(_build_dispatch_plan)
        2    0.001    0.001    0.001    0.001 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
        2    0.000    0.000    0.001    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/_subplots.py:1090(_validate_coerce_subplot_type)
        2    0.000    0.000    0.001    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/_subplots.py:1064(_subplot_type_for_trace_type)
   1327/1    0.000    0.000    0.001    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_json.py:480(clean_to_json_compatible)
     5316    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:2694(<genexpr>)
      600    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:7616(maybe_extract_name)
    123/1    0.000    0.000    0.001    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_json.py:489(<dictcomp>)
     3000    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/base.py:909(__len__)
  519/339    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4585(_prop_defaults)
        3    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:23707(select_xaxes)
      600    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/construction.py:695(_sanitize_ndim)
     1196    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/flags.py:89(allows_duplicate_labels)
      597    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/base.py:73(_validate_set_axis)
        4    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/scipy/stats/_distn_infrastructure.py:559(argsreduce)
       14    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/format.py:587(_read_array_header)
        1    0.000    0.000    0.001    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:2207(_consolidate)
      590    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/range.py:973(__getitem__)
  623/621    0.001    0.000    0.001    0.000 {built-in method numpy.asarray}
      594    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/base.py:61(__len__)
     1196    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/_config/config.py:647(_get_deprecated_option)
   140/37    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_json.py:493(<listcomp>)
       21    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/__init__.py:294(__getattr__)
     1795    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_list_like}
      591    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:967(<listcomp>)
        1    0.000    0.000    0.001    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/series.py:5885(_construct_result)
        3    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:2224(_merge_blocks)
        4    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:480(broadcast_arrays)
        3    0.001    0.000    0.001    0.000 {pandas._libs.lib.infer_dtype}
      592    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexers/utils.py:62(is_list_like_indexer)
     1772    0.001    0.000    0.001    0.000 {method 'index' of 'range' objects}
     2368    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1430(<genexpr>)
        1    0.000    0.000    0.001    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexes/range.py:1110(take)
     1773    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/indexing.py:289(loc)
        2    0.001    0.000    0.001    0.000 {orjson.dumps}
        1    0.000    0.000    0.001    0.001 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:24146(add_annotation)
        4    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:546(<listcomp>)
       12    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:340(_broadcast_to)
      258    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/utils.py:308(split_string_positions)
     1184    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:1439(<genexpr>)
        2    0.000    0.000    0.001    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/graph_builders.py:174(build_pgmpy_uo2sat_factor_fn)
        3    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
       10    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:402(validate_coerce)
        2    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:101(isna)
       15    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
        2    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:184(_isna)
     1200    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/flags.py:53(__init__)
      592    0.001    0.000    0.001    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2249(<listcomp>)
        2    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/json/__init__.py:299(loads)
     1182    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:282(arrays)
        3    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_heatmap.py:2499(__init__)
     1192    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/internals/managers.py:1799(__init__)
    12/10    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:53(copy_to_readonly_numpy_array)
      593    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/generic.py:4314(_set_is_copy)
     1207    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pandas/core/dtypes/inference.py:334(is_hashable)
        2    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/json/decoder.py:332(decode)
      592    0.001    0.000    0.001    0.000 {pandas._libs.lib.dtypes_all_equal}
        2    0.001    0.000    0.001    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.001    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/models/graph_builders.py:130(build_pgmpy_ecfev1_factor_fn)
        2    0.001    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/json/decoder.py:343(raw_decode)
     4143    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_iterator}
        2    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_figure.py:23819(select_yaxes)
       40    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4599(_get_prop_validator)
       61    0.000    0.000    0.001    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:4270(__init__)
